placa,data_posicao,velocidade,ignicao,latitude,longitude
TESTE001,2018-12-12T00:04:03-02:00,0,False,-25.3649141,-51.469891
TESTE001,2018-12-12T00:34:06-02:00,0,False,-25.3649175,-51.4699098
TESTE001,2018-12-12T01:04:09-02:00,0,False,-25.3649551,-51.4699588
TESTE001,2018-12-12T01:34:12-02:00,0,False,-25.3649138,-51.4698871
TESTE001,2018-12-12T02:04:15-02:00,0,False,-25.364885,-51.4699223
TESTE001,2018-12-12T02:34:18-02:00,0,False,-25.364896,-51.4699111
TESTE001,2018-12-12T03:04:22-02:00,0,False,-25.364846,-51.469953
TESTE001,2018-12-12T03:34:26-02:00,0,False,-25.3649141,-51.4699506
TESTE001,2018-12-12T04:04:29-02:00,0,False,-25.3648976,-51.4698788
TESTE001,2018-12-12T04:34:32-02:00,0,False,-25.3648943,-51.4699216
TESTE001,2018-12-12T05:04:35-02:00,0,False,-25.3648238,-51.4699051
TESTE001,2018-12-12T05:34:38-02:00,0,False,-25.3649338,-51.4699125
TESTE001,2018-12-12T06:04:42-02:00,0,False,-25.3648955,-51.4698938
TESTE001,2018-12-12T06:34:45-02:00,0,False,-25.364886,-51.4699118
TESTE001,2018-12-12T07:04:48-02:00,0,False,-25.364897,-51.4699666
TESTE001,2018-12-12T07:34:51-02:00,0,False,-25.3649003,-51.4699385
TESTE001,2018-12-12T08:04:54-02:00,0,False,-25.3649003,-51.4699273
TESTE001,2018-12-12T08:34:57-02:00,0,False,-25.3649311,-51.4699368
TESTE001,2018-12-12T09:04:59-02:00,0,False,-25.3649196,-51.4699168
TESTE001,2018-12-12T09:35:02-02:00,0,False,-25.3649506,-51.46992
TESTE001,2018-12-12T10:05:05-02:00,0,False,-25.3649246,-51.4699121
TESTE001,2018-12-12T10:35:08-02:00,0,False,-25.3649085,-51.469902
TESTE001,2018-12-12T11:05:11-02:00,0,False,-25.3649175,-51.469938
TESTE001,2018-12-12T11:35:14-02:00,0,False,-25.3648926,-51.4699128
TESTE001,2018-12-12T12:05:17-02:00,0,False,-25.3649296,-51.4698916
TESTE001,2018-12-12T12:35:20-02:00,0,False,-25.3649388,-51.4699536
TESTE001,2018-12-12T13:05:23-02:00,0,False,-25.3648968,-51.4699221
TESTE001,2018-12-12T13:35:26-02:00,0,False,-25.3649516,-51.4699671
TESTE001,2018-12-12T14:05:29-02:00,0,False,-25.364873,-51.4699553
TESTE001,2018-12-12T14:35:32-02:00,0,False,-25.3648641,-51.4699805
TESTE001,2018-12-12T15:05:35-02:00,0,False,-25.3649055,-51.4699333
TESTE001,2018-12-12T15:35:38-02:00,0,False,-25.3649446,-51.4699341
TESTE001,2018-12-12T16:05:42-02:00,0,False,-25.3649171,-51.4699285
TESTE001,2018-12-12T16:35:45-02:00,0,False,-25.3649151,-51.4699415
TESTE001,2018-12-12T17:05:49-02:00,0,False,-25.3649021,-51.4698828
TESTE001,2018-12-12T17:35:52-02:00,0,False,-25.3649736,-51.4699023
TESTE001,2018-12-12T18:05:55-02:00,0,False,-25.3648981,-51.4699301
TESTE001,2018-12-12T18:35:58-02:00,0,False,-25.364889,-51.4699111
TESTE001,2018-12-12T19:06:01-02:00,0,False,-25.3648716,-51.4699213
TESTE001,2018-12-12T19:36:04-02:00,0,False,-25.3648638,-51.4698893
TESTE001,2018-12-12T20:06:07-02:00,0,False,-25.3649015,-51.4698735
TESTE001,2018-12-12T20:36:10-02:00,0,False,-25.364922,-51.4699235
TESTE001,2018-12-12T21:06:13-02:00,0,False,-25.3649245,-51.4699446
TESTE001,2018-12-12T21:36:16-02:00,0,False,-25.364921,-51.4699275
TESTE001,2018-12-12T22:06:19-02:00,0,False,-25.3648861,-51.4699225
TESTE001,2018-12-12T22:36:21-02:00,0,False,-25.3648996,-51.4699201
TESTE001,2018-12-12T23:06:25-02:00,0,False,-25.3648771,-51.4698895
TESTE001,2018-12-12T23:36:28-02:00,0,False,-25.3649048,-51.4698733
TESTE001,2018-12-13T00:06:31-02:00,0,False,-25.3649083,-51.4699545
TESTE001,2018-12-13T00:36:34-02:00,0,False,-25.3648861,-51.4699038
TESTE001,2018-12-13T01:06:37-02:00,0,False,-25.3648535,-51.4699203
TESTE001,2018-12-13T01:36:40-02:00,0,False,-25.3648973,-51.4699281
TESTE001,2018-12-13T02:06:44-02:00,0,False,-25.3648775,-51.469911
TESTE001,2018-12-13T02:36:47-02:00,0,False,-25.3649093,-51.469942
TESTE001,2018-12-13T03:06:50-02:00,0,False,-25.3649156,-51.4699666
TESTE001,2018-12-13T03:36:53-02:00,0,False,-25.3648976,-51.4699606
TESTE001,2018-12-13T04:06:56-02:00,0,False,-25.3649788,-51.4699236
TESTE001,2018-12-13T04:36:59-02:00,0,False,-25.3648965,-51.4699591
TESTE001,2018-12-13T05:07:01-02:00,0,False,-25.3648581,-51.4699126
TESTE001,2018-12-13T05:37:04-02:00,0,False,-25.3649603,-51.4699108
TESTE001,2018-12-13T06:07:07-02:00,0,False,-25.36492,-51.46988
TESTE001,2018-12-13T06:37:10-02:00,0,False,-25.3649313,-51.4699468
TESTE001,2018-12-13T07:07:13-02:00,0,False,-25.3649275,-51.4699435
TESTE001,2018-12-13T07:37:16-02:00,0,False,-25.3648921,-51.4699078
TESTE001,2018-12-13T08:07:19-02:00,0,False,-25.3649106,-51.469928
TESTE001,2018-12-13T08:37:21-02:00,0,False,-25.3649186,-51.469958
TESTE001,2018-12-13T09:07:24-02:00,0,False,-25.364874,-51.4699256
TESTE001,2018-12-13T09:37:27-02:00,0,False,-25.3648606,-51.4699675
TESTE001,2018-12-13T10:07:30-02:00,0,False,-25.364945,-51.4699991
