placa,data_posicao,velocidade,ignicao,latitude,longitude
CAR0012,2018-12-14T20:40:58-02:00,0,False,-25.3649108,-51.4699011
CAR0012,2018-12-14T21:11:01-02:00,0,False,-25.3648665,-51.4699095
CAR0012,2018-12-14T21:41:03-02:00,0,False,-25.364885,-51.4699086
CAR0012,2018-12-14T22:11:05-02:00,0,False,-25.3648901,-51.4699373
CAR0012,2018-12-14T22:41:08-02:00,0,False,-25.364944,-51.4699368
CAR0012,2018-12-14T23:11:11-02:00,0,False,-25.364898,-51.4699131
CAR0012,2018-12-14T23:41:14-02:00,0,False,-25.364933,-51.4699123
CAR0012,2018-12-15T00:11:17-02:00,0,False,-25.3648945,-51.4699275
CAR0012,2018-12-15T00:41:19-02:00,0,False,-25.3649153,-51.4699221
CAR0012,2018-12-15T01:11:21-02:00,0,False,-25.3648998,-51.4699078
CAR0012,2018-12-15T01:41:25-02:00,0,False,-25.3649035,-51.4698823
CAR0012,2018-12-15T02:11:28-02:00,0,False,-25.3649348,-51.469921
CAR0012,2018-12-15T02:41:31-02:00,0,False,-25.3649355,-51.4698623
CAR0012,2018-12-15T03:11:34-02:00,0,False,-25.3648905,-51.4699476
CAR0012,2018-12-15T03:41:37-02:00,0,False,-25.3649128,-51.4699245
CAR0012,2018-12-15T04:11:40-02:00,0,False,-25.3649083,-51.4699488
CAR0012,2018-12-15T04:41:43-02:00,0,False,-25.3648816,-51.4699216
CAR0012,2018-12-15T05:11:46-02:00,0,False,-25.3648985,-51.4699156
CAR0012,2018-12-15T05:41:49-02:00,0,False,-25.3649075,-51.4699086
CAR0012,2018-12-15T06:11:52-02:00,0,False,-25.3649218,-51.4699068
CAR0012,2018-12-15T06:41:55-02:00,0,False,-25.3649541,-51.4699133
CAR0012,2018-12-15T07:11:58-02:00,0,False,-25.3648486,-51.4699466
CAR0012,2018-12-15T07:42:01-02:00,0,False,-25.3648893,-51.4699045
CAR0012,2018-12-15T08:12:03-02:00,0,False,-25.3648903,-51.4699436
CAR0012,2018-12-15T08:42:06-02:00,0,False,-25.364951,-51.4699268
CAR0012,2018-12-15T09:12:09-02:00,0,False,-25.3648386,-51.4699788
CAR0012,2018-12-15T09:42:12-02:00,0,False,-25.3648811,-51.469924
CAR0012,2018-12-15T10:12:15-02:00,0,False,-25.3649161,-51.469917
CAR0012,2018-12-15T10:42:18-02:00,0,False,-25.3649031,-51.4699683
CAR0012,2018-12-15T11:12:21-02:00,0,False,-25.3649048,-51.4699056
CAR0012,2018-12-15T11:42:24-02:00,0,False,-25.3648631,-51.4699781
CAR0012,2018-12-15T12:12:27-02:00,0,False,-25.3648923,-51.4699318
CAR0012,2018-12-15T12:42:31-02:00,0,False,-25.3649015,-51.4698981
CAR0012,2018-12-15T13:12:34-02:00,0,False,-25.364821,-51.4699003
CAR0012,2018-12-15T13:42:37-02:00,0,False,-25.3649036,-51.4699771
CAR0012,2018-12-15T14:12:40-02:00,0,False,-25.364872,-51.4699465
CAR0012,2018-12-15T14:42:43-02:00,0,False,-25.3648946,-51.469987
CAR0012,2018-12-15T15:12:46-02:00,0,False,-25.3649386,-51.4699375
CAR0012,2018-12-15T15:42:49-02:00,0,False,-25.364813,-51.4699568
CAR0012,2018-12-15T16:12:52-02:00,0,False,-25.3648948,-51.4698913
CAR0012,2018-12-15T16:42:55-02:00,0,False,-25.3648903,-51.469922
CAR0012,2018-12-15T17:12:58-02:00,0,False,-25.3648885,-51.4699361
CAR0012,2018-12-15T17:43:01-02:00,0,False,-25.3649293,-51.4699158
CAR0012,2018-12-15T18:13:04-02:00,0,False,-25.364879,-51.4699205
CAR0012,2018-12-15T18:43:06-02:00,0,False,-25.3648801,-51.4699346
CAR0012,2018-12-15T19:13:09-02:00,0,False,-25.364877,-51.46988
CAR0012,2018-12-15T19:43:12-02:00,0,False,-25.3649065,-51.4699506
CAR0012,2018-12-15T20:13:15-02:00,0,False,-25.3648578,-51.4699076
CAR0012,2018-12-15T20:43:18-02:00,0,False,-25.364932,-51.4699598
CAR0012,2018-12-15T21:13:21-02:00,0,False,-25.3649156,-51.4699346
CAR0012,2018-12-15T21:43:24-02:00,0,False,-25.3648806,-51.4699061
CAR0012,2018-12-15T22:13:28-02:00,0,False,-25.3649096,-51.4699166
CAR0012,2018-12-15T22:43:31-02:00,0,False,-25.3648978,-51.4699185
CAR0012,2018-12-15T23:13:34-02:00,0,False,-25.3649193,-51.4699151
CAR0012,2018-12-15T23:43:37-02:00,0,False,-25.3648601,-51.4698755
CAR0012,2018-12-16T00:13:40-02:00,0,False,-25.3648873,-51.4699206
CAR0012,2018-12-16T00:43:43-02:00,0,False,-25.3649091,-51.469905
CAR0012,2018-12-16T01:13:46-02:00,0,False,-25.364876,-51.4699118
CAR0012,2018-12-16T01:43:49-02:00,0,False,-25.3648756,-51.4698788
CAR0012,2018-12-16T02:13:52-02:00,0,False,-25.3648998,-51.4698986
CAR0012,2018-12-16T02:43:55-02:00,0,False,-25.3648603,-51.4699766
CAR0012,2018-12-16T03:13:58-02:00,0,False,-25.3649248,-51.4699233
CAR0012,2018-12-16T03:44:00-02:00,0,False,-25.3649386,-51.4699571
CAR0012,2018-12-16T04:14:02-02:00,0,False,-25.3649,-51.4699351
CAR0012,2018-12-16T04:44:05-02:00,0,False,-25.3648815,-51.4699146
CAR0012,2018-12-16T05:14:08-02:00,0,False,-25.3649381,-51.4699348
CAR0012,2018-12-16T05:44:11-02:00,0,False,-25.3648833,-51.4698931
CAR0012,2018-12-16T06:14:14-02:00,0,False,-25.3649295,-51.4699223
CAR0012,2018-12-16T06:44:17-02:00,0,False,-25.3649481,-51.4699381
CAR0012,2018-12-16T07:14:20-02:00,0,False,-25.3649108,-51.469931
CAR0012,2018-12-16T07:44:23-02:00,0,False,-25.3648698,-51.4699288
CAR0012,2018-12-16T08:14:26-02:00,0,False,-25.3648906,-51.4699386
CAR0012,2018-12-16T08:44:29-02:00,0,False,-25.3649165,-51.4699436
CAR0012,2018-12-16T09:14:32-02:00,0,False,-25.364883,-51.4699326
CAR0012,2018-12-16T09:44:35-02:00,0,False,-25.3648881,-51.469932
CAR0012,2018-12-16T10:14:38-02:00,0,False,-25.3649695,-51.4699075
CAR0012,2018-12-16T10:44:40-02:00,0,False,-25.3649213,-51.469908
CAR0012,2018-12-16T11:14:43-02:00,0,False,-25.364891,-51.4699595
CAR0012,2018-12-16T11:44:47-02:00,0,False,-25.3648895,-51.4699606
CAR0012,2018-12-16T12:14:50-02:00,0,False,-25.3649125,-51.469899
CAR0012,2018-12-16T12:44:53-02:00,0,False,-25.3649056,-51.469894
CAR0012,2018-12-16T13:14:56-02:00,0,False,-25.3648403,-51.4699513
CAR0012,2018-12-16T13:44:59-02:00,0,False,-25.3649438,-51.4700025
CAR0012,2018-12-16T14:15:02-02:00,0,False,-25.3649058,-51.4699766
CAR0012,2018-12-16T14:45:04-02:00,0,False,-25.3649553,-51.469964
CAR0012,2018-12-16T15:15:07-02:00,0,False,-25.3649568,-51.4699475
CAR0012,2018-12-16T15:45:10-02:00,0,False,-25.3648606,-51.4699291
CAR0012,2018-12-16T16:15:13-02:00,0,False,-25.3648891,-51.469886
CAR0012,2018-12-16T16:45:16-02:00,0,False,-25.3648788,-51.4699146
CAR0012,2018-12-16T17:15:19-02:00,0,False,-25.3649128,-51.4699336
CAR0012,2018-12-16T17:45:22-02:00,0,False,-25.3648955,-51.469926
CAR0012,2018-12-16T18:15:25-02:00,0,False,-25.3648921,-51.469895
CAR0012,2018-12-16T18:45:28-02:00,0,False,-25.3648691,-51.469889
CAR0012,2018-12-16T19:15:31-02:00,0,False,-25.3648745,-51.4698858
CAR0012,2018-12-16T19:45:34-02:00,0,False,-25.3648978,-51.4698793
CAR0012,2018-12-16T20:15:37-02:00,0,False,-25.3649161,-51.4698841
CAR0012,2018-12-16T20:45:40-02:00,0,False,-25.3649268,-51.4699263
CAR0012,2018-12-16T21:15:43-02:00,0,False,-25.3648945,-51.4699053
CAR0012,2018-12-16T21:45:47-02:00,0,False,-25.3649281,-51.469924
